./a.out,0.30208
10,0.310451
10,0.36507
10,0.241937
12,0.401007
12,0.341391
12,0.563549
12,0.317516
12,0.423567
12,0.104989
12,0.065805
12,0.325663
12,0.310103
12,0.138512
12,0.071221
12,0.102568
12,0.090117
12,0.118457
12,0.092339
12,0.07153
12,0.071823
12,0.07111
12,0.063962
12,0.052556
12,0.057599
12,0.109446
12,0.095386
12,0.099983
12,0.050528
12,0.047824
12,0.094259
12,0.127582
12,0.092656
12,0.041316
12,0.096831
12,0.070478
12,0.070452
12,0.080911
12,0.127177
12,0.087029
12,0.126923
12,0.062523
12,0.074158
12,0.077024
12,0.060917
12,0.055265
12,0.087164
12,0.079654
12,0.090952
12,0.066415
12,0.058289
12,0.054189
12,0.067029
12,0.078393
12,0.089172
12,0.066755
12,0.092565
12,0.070038
12,0.086999
12,0.087142
12,0.097918
12,0.097815
12,0.074758
12,0.116321
12,0.09786
12,0.123664
12,0.245625
